Unnamed: 0,patent_id,inventor_id,patent_date,num_im
981,11473761,fl:da_ln:gist-1,2022-10-18,11
982,11473761,fl:jo_ln:cedar-2,2022-10-18,11
983,11473761,fl:me_ln:abbruzzi-1,2022-10-18,11
984,11473761,fl:an_ln:ljunggren-1,2022-10-18,11
985,11473761,fl:an_ln:laska-1,2022-10-18,11
7385,10403680,fl:se_ln:nonoguchi-1,2019-09-03,18
7386,10403680,fl:hi_ln:sei-2,2019-09-03,18
7387,10403680,fl:ta_ln:sone-2,2019-09-03,18
7388,10403680,fl:ka_ln:ohba-6,2019-09-03,18
7389,10403680,fl:mi_ln:ikarashi-2,2019-09-03,18
9229,10392324,fl:jo_ln:porter-7,2019-08-27,18
9230,10392324,fl:ga_ln:agrawal-4,2019-08-27,18
9231,10392324,fl:si_ln:guo-1,2019-08-27,18
9232,10392324,fl:da_ln:pilliod-1,2019-08-27,18
9233,10392324,fl:yo_ln:kawajiri-1,2019-08-27,18
9234,10392324,fl:mi_ln:weber-9,2019-08-27,18
9235,10392324,fl:ja_ln:bentley-9,2019-08-27,18
9236,10392324,fl:mi_ln:salciccioli-1,2019-08-27,18
10069,10446319,fl:mi_ln:park-99,2019-10-15,15
10070,10446319,fl:yo_ln:ahn-14,2019-10-15,15
17003,10466298,fl:cr_ln:petrie-1,2019-11-05,23
17004,10466298,fl:aa_ln:cook-1,2019-11-05,23
17005,10466298,fl:vi_ln:chaware-1,2019-11-05,23
17752,10442767,fl:ch_ln:chen-542,2019-10-15,64
17753,10442767,fl:pe_ln:brugarolas-1,2019-10-15,64
17754,10442767,fl:da_ln:appelbaum-1,2019-10-15,64
17755,10442767,fl:br_ln:popko-1,2019-10-15,64
18160,10470162,fl:ha_ln:seo-47,2019-11-05,17
18161,10470162,fl:su_ln:jung-228,2019-11-05,17
18424,10465342,fl:we_ln:buschman-1,2019-11-05,14
19496,10405191,fl:vi_ln:mushunuri-1,2019-09-03,33
19497,10405191,fl:he_ln:rath-2,2019-09-03,33
19498,10405191,fl:an_ln:simha-1,2019-09-03,33
19499,10405191,fl:bi_ln:panigrahi-1,2019-09-03,33
20018,11474875,fl:ne_ln:camino-1,2022-10-18,35
20019,11474875,fl:ja_ln:mcintyre-7,2022-10-18,35
20020,11474875,fl:an_ln:kling-3,2022-10-18,35
20021,11474875,fl:fr_ln:middeldorp-2,2022-10-18,35
20022,11474875,fl:ra_ln:macha-1,2022-10-18,35
20023,11474875,fl:ja_ln:luth-1,2022-10-18,35
21412,10404064,fl:ya_ln:lyu-6,2019-09-03,69
21413,10404064,fl:yi_ln:hsieh-54,2019-09-03,69
21414,10404064,fl:fr_ln:lee-47,2019-09-03,69
21415,10404064,fl:qi_ln:li-207,2019-09-03,69
21934,10465372,fl:br_ln:moherman-1,2019-11-05,12
21935,10465372,fl:ri_ln:bowles-2,2019-11-05,12
21936,10465372,fl:pr_ln:patil-12,2019-11-05,12
22321,10441370,fl:da_ln:larkin-7,2019-10-15,32
22322,10441370,fl:da_ln:bailey-22,2019-10-15,32
22323,10441370,fl:pa_ln:millman-1,2019-10-15,32
22324,10441370,fl:de_ln:hoornaert-1,2019-10-15,32
22325,10441370,fl:da_ln:mintz-2,2019-10-15,32
22347,10445801,fl:su_ln:guha-4,2019-10-15,22
22348,10445801,fl:sh_ln:nambiar-2,2019-10-15,22
22349,10445801,fl:sh_ln:santhanam-1,2019-10-15,22
22350,10445801,fl:va_ln:dubois-1,2019-10-15,22
22351,10445801,fl:ka_ln:natarajan-8,2019-10-15,22
22352,10445801,fl:ne_ln:ramsay-1,2019-10-15,22
22353,10445801,fl:ka_ln:dande-1,2019-10-15,22
24902,11474931,fl:ke_ln:lefur-1,2022-10-18,21
27243,10397796,fl:ta_ln:yoo-59,2019-08-27,26
27244,10397796,fl:xi_ln:zhang-112,2019-08-27,26
27245,10397796,fl:si_ln:mallik-2,2019-08-27,26
27246,10397796,fl:ji_ln:sun-93,2019-08-27,26
27247,10397796,fl:ta_ln:luo-5,2019-08-27,26
28915,10463338,fl:ta_ln:arai-49,2019-11-05,35
28916,10463338,fl:to_ln:inoue-65,2019-11-05,35
28917,10463338,fl:ta_ln:kobayashi-99,2019-11-05,35
29861,10393419,fl:na_ln:takenaka-1,2019-08-27,31
29862,10393419,fl:ka_ln:ishimura-5,2019-08-27,31
29863,10393419,fl:ko_ln:yamashita-23,2019-08-27,31
29864,10393419,fl:fu_ln:ishizono-1,2019-08-27,31
29865,10393419,fl:sh_ln:wakamoto-4,2019-08-27,31
33890,10405297,fl:hi_ln:suzuki-56,2019-09-03,11
33891,10405297,fl:pr_ln:basumallick-2,2019-09-03,11
33892,10405297,fl:jo_ln:loehr-1,2019-09-03,11
34012,10466486,fl:br_ln:schowengerdt-1,2019-11-05,32
34013,10466486,fl:pa_ln:greco-7,2019-11-05,32
34014,10466486,fl:mi_ln:klug-2,2019-11-05,32
34015,10466486,fl:ro_ln:tekolste-1,2019-11-05,32
34069,10442039,fl:su_ln:lee-117,2019-10-15,20
34070,10442039,fl:wo_ln:heo-6,2019-10-15,20
34071,10442039,fl:yo_ln:ju-43,2019-10-15,20
34072,10442039,fl:mi_ln:paek-3,2019-10-15,20
34073,10442039,fl:su_ln:park-235,2019-10-15,20
34096,10447612,fl:we_ln:leggette-1,2019-10-15,65
34097,10447612,fl:ma_ln:motwani-2,2019-10-15,65
34098,10447612,fl:gr_ln:dhuse-1,2019-10-15,65
34099,10447612,fl:an_ln:baptist-1,2019-10-15,65
34100,10447612,fl:ja_ln:resch-1,2019-10-15,65
35593,10404297,fl:ju_ln:choi-7,2019-09-03,17
35594,10404297,fl:ma_ln:jain-10,2019-09-03,17
36527,10469273,fl:fa_ln:afghah-1,2019-11-05,14
36528,10469273,fl:be_ln:cambou-1,2019-11-05,14
37181,10393608,fl:ma_ln:suda-16,2019-08-27,16
37182,10393608,fl:ta_ln:uchiyama-16,2019-08-27,16
37183,10393608,fl:ma_ln:oumi-2,2019-08-27,16
37184,10393608,fl:yo_ln:shinohara-1,2019-08-27,16
39944,10441027,fl:kr_ln:yetman-2,2019-10-15,46
39945,10441027,fl:ch_ln:steinbeck-2,2019-10-15,46
39946,10441027,fl:ra_ln:savage-1,2019-10-15,46
39947,10441027,fl:ly_ln:follet-1,2019-10-15,46
39948,10441027,fl:em_ln:farina-1,2019-10-15,46
39949,10441027,fl:aa_ln:bartel-1,2019-10-15,46
39950,10441027,fl:he_ln:hutchinson-2,2019-10-15,46
39951,10441027,fl:ge_ln:luo-1,2019-10-15,46
39952,10441027,fl:ad_ln:thuss-1,2019-10-15,46
39953,10441027,fl:ri_ln:dupre-1,2019-10-15,46
39954,10441027,fl:sa_ln:lacey-1,2019-10-15,46
39955,10441027,fl:st_ln:guest-1,2019-10-15,46
40909,10390969,fl:mo_ln:moskowitz-1,2019-08-27,40
40910,10390969,fl:pa_ln:alvarado-2,2019-08-27,40
40911,10390969,fl:ah_ln:moskowitz-1,2019-08-27,40
40912,10390969,fl:na_ln:moskowitz-1,2019-08-27,40
41756,10441345,fl:ma_ln:davison-2,2019-10-15,64
41757,10441345,fl:ma_ln:tebbe-5,2019-10-15,64
41758,10441345,fl:ro_ln:kemerling-1,2019-10-15,64
41759,10441345,fl:je_ln:messerly-1,2019-10-15,64
41760,10441345,fl:ei_ln:wiener-1,2019-10-15,64
41761,10441345,fl:ro_ln:laird-3,2019-10-15,64
41762,10441345,fl:sc_ln:killinger-1,2019-10-15,64
41763,10441345,fl:ma_ln:miller-33,2019-10-15,64
41764,10441345,fl:ch_ln:papa-3,2019-10-15,64
41765,10441345,fl:je_ln:aldridge-3,2019-10-15,64
41766,10441345,fl:da_ln:price-10,2019-10-15,64
41767,10441345,fl:ga_ln:monson-2,2019-10-15,64
41768,10441345,fl:da_ln:yates-2,2019-10-15,64
42257,10442329,fl:ar_ln:dumler-1,2019-10-15,12
42258,10442329,fl:an_ln:glockner-1,2019-10-15,12
43579,10404280,fl:kh_ln:abdelghaffar-1,2019-09-03,47
43580,10404280,fl:sh_ln:lin-505,2019-09-03,47
43581,10404280,fl:ke_ln:liu-75,2019-09-03,47
43582,10404280,fl:ju_ln:li-72,2019-09-03,47
44405,11473194,fl:ta_ln:oyama-28,2022-10-18,14
44406,11473194,fl:hi_ln:wada-35,2022-10-18,14
44407,11473194,fl:ak_ln:kuribayashi-3,2022-10-18,14
44408,11473194,fl:ju_ln:ogawa-9,2022-10-18,14
45168,10465225,fl:fr_ln:pinston-1,2019-11-05,14
45169,10465225,fl:la_ln:drazek-1,2019-11-05,14
45170,10465225,fl:co_ln:fulchiron-1,2019-11-05,14
45171,10465225,fl:he_ln:rostaing-1,2019-11-05,14
45583,10466485,fl:mi_ln:zhou-81,2019-11-05,19
45584,10466485,fl:ha_ln:wang-252,2019-11-05,19
45585,10466485,fl:ta_ln:hong-19,2019-11-05,19
45586,10466485,fl:we_ln:li-153,2019-11-05,19
49234,10466312,fl:jo_ln:russo-1,2019-11-05,20
49235,10466312,fl:da_ln:coar-1,2019-11-05,20
49236,10466312,fl:la_ln:egan-5,2019-11-05,20
51148,10398826,fl:tr_ln:dayton-1,2019-09-03,16
51149,10398826,fl:de_ln:lindley-2,2019-09-03,16
51150,10398826,fl:ri_ln:lasher-1,2019-09-03,16
51151,10398826,fl:jo_ln:badillo-1,2019-09-03,16
51152,10398826,fl:ly_ln:jensen-5,2019-09-03,16
51153,10398826,fl:mi_ln:smith-92,2019-09-03,16
51486,10398007,fl:ni_ln:baer-2,2019-08-27,16
51487,10398007,fl:se_ln:pearson-2,2019-08-27,16
51488,10398007,fl:an_ln:caruso-13,2019-08-27,16
51489,10398007,fl:ke_ln:gascho-1,2019-08-27,16
51490,10398007,fl:ro_ln:bollinger-4,2019-08-27,16
51491,10398007,fl:th_ln:hibshman-1,2019-08-27,16
51492,10398007,fl:ri_ln:camden-1,2019-08-27,16
52268,11477364,fl:ch_ln:lin-814,2022-10-18,14
52269,11477364,fl:zo_ln:tu-1,2022-10-18,14
52270,11477364,fl:hu_ln:tsai-74,2022-10-18,14
52271,11477364,fl:yu_ln:chang-383,2022-10-18,14
52272,11477364,fl:ha_ln:wu-54,2022-10-18,14
52298,10444323,fl:ed_ln:hill-18,2019-10-15,21
52299,10444323,fl:gu_ln:min-4,2019-10-15,21
52300,10444323,fl:al_ln:seiger-1,2019-10-15,21
52301,10444323,fl:yi_ln:xiong-1,2019-10-15,21
53430,10399485,fl:ky_ln:kim-777,2019-09-03,17
53431,10399485,fl:sa_ln:kim-460,2019-09-03,17
53432,10399485,fl:ki_ln:lee-263,2019-09-03,17
57513,10394606,fl:so_ln:yerfule-1,2019-08-27,16
57514,10394606,fl:gu_ln:karaje-1,2019-08-27,16
57515,10394606,fl:ma_ln:samant-3,2019-08-27,16
59508,10401200,fl:yu_ln:ho-59,2019-09-03,12
59509,10401200,fl:mi_ln:tsai-116,2019-09-03,12
63431,11477853,fl:pa_ln:fry-3,2022-10-18,11
63432,11477853,fl:ri_ln:gray-17,2022-10-18,11
63433,11477853,fl:jo_ln:zick-4,2022-10-18,11
64396,11477065,fl:ju_ln:xu-43,2022-10-18,86
64397,11477065,fl:li_ln:li-199,2022-10-18,86
64398,11477065,fl:ji_ln:xu-291,2022-10-18,86
65035,10400454,fl:aa_ln:iellimo-1,2019-09-03,19
65036,10400454,fl:do_ln:iellimo-1,2019-09-03,19
65230,10405194,fl:cr_ln:eldridge-1,2019-09-03,14
65231,10405194,fl:se_ln:mehrabanzad-2,2019-09-03,14
65232,10405194,fl:pe_ln:harbour-1,2019-09-03,14
65233,10405194,fl:sa_ln:macmullan-1,2019-09-03,14
66659,10444433,fl:ke_ln:giewont-1,2019-10-15,11
66660,10444433,fl:ab_ln:thomas-8,2019-10-15,11
66661,10444433,fl:ka_ln:nummy-1,2019-10-15,11
66662,10444433,fl:bo_ln:peng-5,2019-10-15,11
66663,10444433,fl:aj_ln:jacob-1,2019-10-15,11
66664,10444433,fl:yu_ln:bian-2,2019-10-15,11
66665,10444433,fl:an_ln:stricker-1,2019-10-15,11
67747,10391506,fl:th_ln:klun-2,2019-08-27,31
67748,10391506,fl:na_ln:jing-3,2019-08-27,31
67749,10391506,fl:da_ln:gzik-1,2019-08-27,31
67750,10391506,fl:ni_ln:untiedt-1,2019-08-27,31
67751,10391506,fl:pa_ln:armstrong-4,2019-08-27,31
67752,10391506,fl:ch_ln:elsbernd-5,2019-08-27,31
67753,10391506,fl:ad_ln:meuler-1,2019-08-27,31
67754,10391506,fl:st_ln:joseph-7,2019-08-27,31
67974,11471393,fl:to_ln:lechner-2,2022-10-18,88
67975,11471393,fl:ju_ln:schoepgens-1,2022-10-18,88
68347,10469719,fl:ha_ln:mandai-5,2019-11-05,33
68348,10469719,fl:ma_ln:nakashima-18,2019-11-05,33
68349,10469719,fl:yu_ln:nakamura-70,2019-11-05,33
69534,11476397,fl:ju_ln:park-144,2022-10-18,24
69535,11476397,fl:hy_ln:jung-103,2022-10-18,24
69536,11476397,fl:eu_ln:jung-61,2022-10-18,24
69537,11476397,fl:ju_ln:chun-16,2022-10-18,24
69538,11476397,fl:ta_ln:kim-239,2022-10-18,24
72237,10392872,fl:le_ln:ring-2,2019-08-27,12
72238,10392872,fl:ja_ln:chambers-10,2019-08-27,12
74472,10396269,fl:ra_ln:das-4,2019-08-27,24
74473,10396269,fl:an_ln:kerman-1,2019-08-27,24
74474,10396269,fl:ma_ln:gouker-1,2019-08-27,24
74475,10396269,fl:do_ln:yost-3,2019-08-27,24
74476,10396269,fl:da_ln:rosenberg-14,2019-08-27,24
74477,10396269,fl:wi_ln:oliver-4,2019-08-27,24
74937,10395997,fl:yu_ln:tsai-109,2019-08-27,13
74938,10395997,fl:yu_ln:tsao-15,2019-08-27,13
74939,10395997,fl:hs_ln:yang-105,2019-08-27,13
74940,10395997,fl:ch_ln:wang-733,2019-08-27,13
74941,10395997,fl:ch_ln:lin-1355,2019-08-27,13
79871,10392524,fl:ma_ln:zavada-3,2019-08-27,13
79872,10392524,fl:ma_ln:tennis-2,2019-08-27,13
79873,10392524,fl:da_ln:weber-24,2019-08-27,13
79874,10392524,fl:lo_ln:fage-2,2019-08-27,13
81606,10405369,fl:je_ln:couleaud-1,2019-09-03,11
81607,10405369,fl:pa_ln:trivedi-1,2019-09-03,11
81608,10405369,fl:te_ln:lei-2,2019-09-03,11
81609,10405369,fl:pi_ln:schuberth-1,2019-09-03,11
81610,10405369,fl:kh_ln:rabii-2,2019-09-03,11
81811,10391353,fl:ro_ln:mcbride-4,2019-08-27,42
81812,10391353,fl:pe_ln:ploss-1,2019-08-27,42
81813,10391353,fl:ta_ln:hutchens-1,2019-08-27,42
81814,10391353,fl:ne_ln:lin-6,2019-08-27,42
81815,10391353,fl:ty_ln:rogers-1,2019-08-27,42
82593,10403040,fl:an_ln:sud-1,2019-09-03,11
82594,10403040,fl:ha_ln:kumar-9,2019-09-03,11
84183,11476372,fl:sh_ln:mandai-1,2022-10-18,19
84184,11476372,fl:mo_ln:laifenfeld-2,2022-10-18,19
84185,11476372,fl:vy_ln:sanjeev-1,2022-10-18,19
84186,11476372,fl:cr_ln:niclass-1,2022-10-18,19
84187,11476372,fl:or_ln:nahir-1,2022-10-18,19
85565,10445602,fl:be_ln:kim-48,2019-10-15,11
85566,10445602,fl:ki_ln:kim-79,2019-10-15,11
85567,10445602,fl:ha_ln:park-197,2019-10-15,11
85568,10445602,fl:sh_ln:kim-100,2019-10-15,11
87469,10463295,fl:xi_ln:zhou-221,2019-11-05,31
89858,11477665,fl:ma_ln:grossmann-2,2022-10-18,13
89859,11477665,fl:mo_ln:alawieh-2,2022-10-18,13
89860,11477665,fl:ma_ln:landmann-1,2022-10-18,13
89861,11477665,fl:no_ln:franke-1,2022-10-18,13
91220,10442973,fl:fa_ln:xu-38,2019-10-15,24
91221,10442973,fl:ch_ln:peng-252,2019-10-15,24
91222,10442973,fl:gu_ln:jiang-16,2019-10-15,24
91223,10442973,fl:zh_ln:li-110,2019-10-15,24
91224,10442973,fl:ka_ln:wang-73,2019-10-15,24
91225,10442973,fl:yi_ln:he-11,2019-10-15,24
91226,10442973,fl:xi_ln:quan-19,2019-10-15,24
91227,10442973,fl:xi_ln:wang-188,2019-10-15,24
91228,10442973,fl:li_ln:yang-11,2019-10-15,24
91229,10442973,fl:xi_ln:ni-11,2019-10-15,24
91230,10442973,fl:zh_ln:deng-10,2019-10-15,24
91231,10442973,fl:de_ln:gao-11,2019-10-15,24
91232,10442973,fl:yo_ln:guo-13,2019-10-15,24
91233,10442973,fl:xu_ln:luo-36,2019-10-15,24
91234,10442973,fl:xi_ln:wang-432,2019-10-15,24
92223,11475493,fl:sa_ln:acharya-10,2022-10-18,15
92224,11475493,fl:sp_ln:sharpe-1,2022-10-18,15
92225,11475493,fl:mi_ln:arnold-10,2022-10-18,15
92226,11475493,fl:ra_ln:mehdiyev-1,2022-10-18,15
92227,11475493,fl:li_ln:epstein-3,2022-10-18,15
92228,11475493,fl:va_ln:liberman-1,2022-10-18,15
92229,11475493,fl:an_ln:rana-2,2022-10-18,15
93701,10404688,fl:ed_ln:hardebeck-2,2019-09-03,12
93702,10404688,fl:ri_ln:baker-14,2019-09-03,12
93703,10404688,fl:el_ln:jones-16,2019-09-03,12
93704,10404688,fl:de_ln:mendez-3,2019-09-03,12
94947,10448536,fl:fa_ln:dlugosz-1,2019-10-15,11
95286,10398368,fl:ic_ln:yoshida-2,2019-09-03,11
95287,10398368,fl:ki_ln:sawada-7,2019-09-03,11
95692,11471654,fl:ch_ln:springs-3,2022-10-18,25
95693,11471654,fl:is_ln:raijman-1,2022-10-18,25
97252,10442305,fl:sa_ln:suda-4,2019-10-15,11
97253,10442305,fl:ma_ln:sato-55,2019-10-15,11
97254,10442305,fl:ta_ln:ito-75,2019-10-15,11
97255,10442305,fl:yu_ln:koda-3,2019-10-15,11
97256,10442305,fl:sh_ln:ueda-37,2019-10-15,11
99628,10463452,fl:ch_ln:li-363,2019-11-05,14
99629,10463452,fl:ig_ln:kvasov-1,2019-11-05,14
99630,10463452,fl:ba_ln:pesenti-1,2019-11-05,14
99631,10463452,fl:fu_ln:wu-26,2019-11-05,14
99632,10463452,fl:ji_ln:cheng-50,2019-11-05,14
99633,10463452,fl:je_ln:chen-106,2019-11-05,14
99634,10463452,fl:va_ln:matov-1,2019-11-05,14
100473,11471064,fl:ta_ln:okada-24,2022-10-18,14
100474,11471064,fl:yu_ln:sakaue-1,2022-10-18,14
100475,11471064,fl:ch_ln:inaka-1,2022-10-18,14
105116,10468027,fl:li_ln:cornelius-1,2019-11-05,12
105117,10468027,fl:ap_ln:naik-3,2019-11-05,12
105118,10468027,fl:zo_ln:adams-1,2019-11-05,12
105119,10468027,fl:de_ln:deller-1,2019-11-05,12
105120,10468027,fl:as_ln:appleman-1,2019-11-05,12
105121,10468027,fl:pe_ln:klein-2,2019-11-05,12
105741,10402287,fl:de_ln:sherlock-1,2019-09-03,13
105742,10402287,fl:ch_ln:brueggen-2,2019-09-03,13
105743,10402287,fl:ha_ln:ray-5,2019-09-03,13
107733,10404398,fl:ph_ln:ji-1,2019-09-03,13
107734,10404398,fl:sh_ln:murakami-18,2019-09-03,13
107735,10404398,fl:ez_ln:ip-1,2019-09-03,13
107736,10404398,fl:yu_ln:huang-212,2019-09-03,13
108888,11471044,fl:gr_ln:jackson-9,2022-10-18,45
108889,11471044,fl:da_ln:beecher-2,2022-10-18,45
108890,11471044,fl:fr_ln:jones-23,2022-10-18,45
108891,11471044,fl:na_ln:smith-14,2022-10-18,45
108892,11471044,fl:da_ln:orr-2,2022-10-18,45
109088,10402401,fl:ni_ln:parikh-17,2019-09-03,15
109089,10402401,fl:ne_ln:sundaresan-3,2019-09-03,15
110872,10402358,fl:ro_ln:strand-2,2019-09-03,26
110873,10402358,fl:ri_ln:solosky-2,2019-09-03,26
110874,10402358,fl:jo_ln:evers-6,2019-09-03,26
110875,10402358,fl:pa_ln:springman-1,2019-09-03,26
110876,10402358,fl:yu_ln:millman-1,2019-09-03,26
110877,10402358,fl:pa_ln:patton-3,2019-09-03,26
110878,10402358,fl:ro_ln:sorenson-9,2019-09-03,26
111156,10400160,fl:wa_ln:stephens-3,2019-09-03,14
111157,10400160,fl:tr_ln:larsen-5,2019-09-03,14
111158,10400160,fl:an_ln:recio-1,2019-09-03,14
111159,10400160,fl:ja_ln:maxey-3,2019-09-03,14
111255,11470964,fl:st_ln:klaus-7,2022-10-18,12
111256,11470964,fl:ul_ln:ratsch-1,2022-10-18,12
111257,11470964,fl:ti_ln:szlapka-1,2022-10-18,12
111258,11470964,fl:ge_ln:staufenberg-1,2022-10-18,12
111259,11470964,fl:se_ln:bastkowski-1,2022-10-18,12
111260,11470964,fl:th_ln:hotger-1,2022-10-18,12
113377,10405227,fl:yo_ln:baek-38,2019-09-03,14
113378,10405227,fl:sa_ln:jeong-43,2019-09-03,14
113379,10405227,fl:ha_ln:lim-41,2019-09-03,14
113380,10405227,fl:su_ln:won-21,2019-09-03,14
113381,10405227,fl:so_ln:cho-79,2019-09-03,14
115285,10400553,fl:sc_ln:wallace-3,2019-09-03,35
115286,10400553,fl:st_ln:bruce-1,2019-09-03,35
115287,10400553,fl:da_ln:grant-18,2019-09-03,35
115617,10447897,fl:mi_ln:yamashita-42,2019-10-15,25
115618,10447897,fl:ke_ln:fukasawa-4,2019-10-15,25
116261,10467190,fl:mi_ln:kothari-1,2019-11-05,17
116262,10467190,fl:an_ln:banerjee-8,2019-11-05,17
116263,10467190,fl:bh_ln:patel-73,2019-11-05,17
116264,10467190,fl:fr_ln:james-9,2019-11-05,17
117229,10403897,fl:si_ln:lux-1,2019-09-03,67
117230,10403897,fl:hu_ln:zhao-55,2019-09-03,67
117231,10403897,fl:th_ln:langer-2,2019-09-03,67
117232,10403897,fl:ga_ln:liu-36,2019-09-03,67
117233,10403897,fl:ti_ln:zheng-25,2019-09-03,67
117234,10403897,fl:an_ln:gentschev-1,2019-09-03,67
117235,10403897,fl:zh_ln:jia-22,2019-09-03,67
118150,11474025,fl:no_ln:seko-4,2022-10-18,14
118151,11474025,fl:ha_ln:yamane-1,2022-10-18,14
118538,10470038,fl:sh_ln:chugh-1,2019-11-05,15
118539,10470038,fl:br_ln:posokhow-1,2019-11-05,15
118540,10470038,fl:jo_ln:lehner-2,2019-11-05,15
118541,10470038,fl:da_ln:fleischman-1,2019-11-05,15
118542,10470038,fl:pa_ln:coffman-1,2019-11-05,15
118543,10470038,fl:as_ln:chaubey-1,2019-11-05,15
118544,10470038,fl:br_ln:cassidy-4,2019-11-05,15
118545,10470038,fl:je_ln:wyld-1,2019-11-05,15
118546,10470038,fl:je_ln:hauck-1,2019-11-05,15
118547,10470038,fl:au_ln:liu-1,2019-11-05,15
118548,10470038,fl:da_ln:deatley-2,2019-11-05,15
118549,10470038,fl:se_ln:sahuc-1,2019-11-05,15
118550,10470038,fl:gr_ln:christie-4,2019-11-05,15
118551,10470038,fl:je_ln:padova-1,2019-11-05,15
118552,10470038,fl:mu_ln:vempaty-1,2019-11-05,15
118553,10470038,fl:he_ln:culp-1,2019-11-05,15
119442,10441610,fl:ba_ln:boyan-1,2019-10-15,30
119443,10441610,fl:ra_ln:kinney-2,2019-10-15,30
119444,10441610,fl:sh_ln:leslie-1,2019-10-15,30
119445,10441610,fl:zv_ln:schwartz-1,2019-10-15,30
119446,10441610,fl:ch_ln:lee-1437,2019-10-15,30
121660,10464981,fl:pa_ln:umana-1,2019-11-05,40
121661,10464981,fl:sa_ln:graurichards-1,2019-11-05,40
121662,10464981,fl:ma_ln:amann-1,2019-11-05,40
121663,10464981,fl:cl_ln:ferrarakoller-1,2019-11-05,40
121664,10464981,fl:ek_ln:moessner-1,2019-11-05,40
121665,10464981,fl:ch_ln:claus-1,2019-11-05,40
121666,10464981,fl:vi_ln:levitski-1,2019-11-05,40
121667,10464981,fl:pe_ln:bruenker-1,2019-11-05,40
121668,10464981,fl:ch_ln:klein-25,2019-11-05,40
123519,10443873,fl:ca_ln:anderegg-1,2019-10-15,11
123520,10443873,fl:ky_ln:johnson-1,2019-10-15,11
124189,11477317,fl:da_ln:fridgren-1,2022-10-18,15
124190,11477317,fl:er_ln:tseng-6,2022-10-18,15
124191,11477317,fl:jo_ln:onorato-5,2022-10-18,15
124192,11477317,fl:di_ln:hackborn-1,2022-10-18,15
124193,11477317,fl:ch_ln:desalvo-1,2022-10-18,15
124194,11477317,fl:pe_ln:grimberg-1,2022-10-18,15
124195,11477317,fl:je_ln:yaksick-2,2022-10-18,15
124196,11477317,fl:ge_ln:bauer-1,2022-10-18,15
126385,10392209,fl:jo_ln:akiyama-3,2019-08-27,17
126386,10392209,fl:fu_ln:heishi-1,2019-08-27,17
126515,10468494,fl:ch_ln:wu-567,2019-11-05,11
126516,10468494,fl:su_ln:tsai-4,2019-11-05,11
126517,10468494,fl:pa_ln:liu-33,2019-11-05,11
126518,10468494,fl:we_ln:chang-168,2019-11-05,11
126519,10468494,fl:mi_ln:tsai-174,2019-11-05,11
126520,10468494,fl:ch_ln:lin-1133,2019-11-05,11
126521,10468494,fl:ch_ln:kuo-428,2019-11-05,11
126522,10468494,fl:ch_ln:li-350,2019-11-05,11
129087,10444615,fl:st_ln:chapman-5,2019-10-15,19
129088,10444615,fl:mi_ln:wang-375,2019-10-15,19
129718,11471665,fl:be_ln:hertzog-2,2022-10-18,17
129719,11471665,fl:om_ln:benavides-1,2022-10-18,17
129720,11471665,fl:ch_ln:durst-1,2022-10-18,17
129721,11471665,fl:ja_ln:heuring-1,2022-10-18,17
129722,11471665,fl:wi_ln:clifton-2,2022-10-18,17
129723,11471665,fl:ro_ln:earles-1,2022-10-18,17
129724,11471665,fl:er_ln:fain-2,2022-10-18,17
131688,10394291,fl:yu_ln:li-488,2019-08-27,16
131689,10394291,fl:jo_ln:fernandes-4,2019-08-27,16
131690,10394291,fl:ch_ln:kho-4,2019-08-27,16
131976,11475235,fl:ra_ln:bondugula-1,2022-10-18,17
131977,11475235,fl:pi_ln:patel-9,2022-10-18,17
133090,10445614,fl:ev_ln:kuzyakov-1,2019-10-15,12
133091,10445614,fl:ch_ln:gupta-13,2019-10-15,12
133092,10445614,fl:re_ln:peng-6,2019-10-15,12
141423,10404060,fl:pa_ln:white-9,2019-09-03,14
141719,10442603,fl:jo_ln:wagner-50,2019-10-15,20
141720,10442603,fl:fl_ln:wagner-2,2019-10-15,20
143780,10443828,fl:ja_ln:selevan-1,2019-10-15,24
143781,10443828,fl:da_ln:selevan-1,2019-10-15,24
149839,10399209,fl:ar_ln:zaehnle-1,2019-09-03,14
150267,10403812,fl:se_ln:oh-247,2019-09-03,13
150268,10403812,fl:su_ln:lee-139,2019-09-03,13
150269,10403812,fl:sa_ln:park-162,2019-09-03,13
150270,10403812,fl:ki_ln:kim-163,2019-09-03,13
151522,10401766,fl:te_ln:tokuda-5,2019-09-03,11
151523,10401766,fl:mo_ln:yamano-1,2019-09-03,11
151524,10401766,fl:ry_ln:sugiyama-4,2019-09-03,11
151525,10401766,fl:yo_ln:sasaki-29,2019-09-03,11
151526,10401766,fl:hi_ln:ono-32,2019-09-03,11
151527,10401766,fl:hi_ln:yamaoka-13,2019-09-03,11
151829,10405431,fl:qi_ln:zhou-56,2019-09-03,11
151830,10405431,fl:le_ln:zhou-5,2019-09-03,11
151831,10405431,fl:ru_ln:liu-39,2019-09-03,11
152051,11475145,fl:ke_ln:hu-24,2022-10-18,11
152052,11475145,fl:am_ln:das-8,2022-10-18,11
152547,11471703,fl:jo_ln:stahl-24,2022-10-18,16
152548,11471703,fl:jo_ln:maltz-1,2022-10-18,16
152646,10466165,fl:ma_ln:graham-2,2019-11-05,19
152647,10466165,fl:ar_ln:sanchez-1,2019-11-05,19
