patent_1_id,patent_2_id,patent_1_date,patent_2_date,patent_1_inventor,patent_2_inventor,is_same,top1,top2,top3,top4,top5,avg,std,worse
10396962,10448160,2019-08-27,2019-10-15,fl:ha_ln:xu-47,fl:si_ln:park-53,0,0.8045080372040352,0.7782305670145336,0.7632499869870029,0.7612571152659124,0.7559018711289265,0.6247342719778186,0.08882209858429323,0.352976646275195
11476982,10397796,2022-10-18,2019-08-27,fl:xi_ln:zhang-112,fl:xi_ln:zhang-112,1,0.7870128879781088,0.7856460550805318,0.7792807161383578,0.7779478160410378,0.773332038838435,0.5461859442914755,0.11651550131241604,0.24366196866991885
11476982,11474097,2022-10-18,2022-10-18,fl:xi_ln:zhang-112,fl:so_ln:an-17,0,0.7905069437615655,0.7896435203415187,0.7891676577457866,0.7889265253344978,0.7754062919026671,0.518877963402293,0.14617845429386128,0.1255709142076646
10401341,10466132,2019-09-03,2019-11-05,fl:ch_ln:rella-2,fl:ch_ln:rella-2,1,0.9057709868182359,0.9051277445233246,0.8888407929623565,0.8434212604635846,0.8308880017256918,0.6448897515247317,0.10213286573247939,0.4397723096143434
10401341,11472603,2019-09-03,2022-10-18,fl:ch_ln:rella-2,fl:hr_ln:atanasoff-1,0,0.8217667099754983,0.7838031045536881,0.7788633832631952,0.777332116098129,0.7727409208357328,0.6343792910293552,0.08741374103578001,0.37428394102829166
11477699,10470174,2022-10-18,2019-11-05,fl:al_ln:asterjadhi-1,fl:al_ln:asterjadhi-1,1,0.8085494049872015,0.8057488588012763,0.8038962859141475,0.7688706388132827,0.7679404618632174,0.617774053771144,0.087534984414648,0.35742855690742076
11477699,10395952,2022-10-18,2019-08-27,fl:al_ln:asterjadhi-1,fl:ko_ln:hashimoto-25,0,0.7595727726320065,0.7567295506196157,0.7544109094246744,0.7156847883739469,0.7056567938699542,0.5457319962197792,0.08197468448146086,0.3566631272799289
10397235,10447769,2019-08-27,2019-10-15,fl:mi_ln:waid-1,fl:mi_ln:waid-1,1,0.806924286912886,0.79804222902214,0.7977431654508025,0.7762552953358037,0.7735199303273566,0.6021684305857707,0.08313577232265773,0.42329873347256364
10397235,11471118,2019-08-27,2022-10-18,fl:mi_ln:waid-1,fl:co_ln:williams-3,0,0.8480378767056194,0.8399791121550676,0.8081848939152371,0.8050535976149316,0.7988643855146492,0.5394887982366514,0.12501154282875482,0.23547644229831968
10397560,10394028,2019-08-27,2019-08-27,fl:ta_ln:takeda-35,fl:ta_ln:takeda-35,1,0.81812205125339,0.8151690842588927,0.8110522118487263,0.809097290607288,0.7904642829495011,0.7065638920098575,0.049791653191006514,0.5813608425603273
10397560,10446124,2019-08-27,2019-10-15,fl:ta_ln:takeda-35,fl:ad_ln:jacobson-1,0,0.866783955925825,0.8663639807430965,0.8623991039875778,0.8379858696300148,0.8349058057394585,0.7455180996452735,0.052035655861940006,0.6235433223452046
11477807,10397024,2022-10-18,2019-08-27,fl:ro_ln:stacey-5,fl:ro_ln:stacey-5,1,0.8602077717340957,0.8495790052918449,0.8361753968852731,0.8207046384148494,0.8111714823200803,0.6607526153767385,0.09113044994177188,0.42372879609860936
11477807,10393688,2022-10-18,2019-08-27,fl:ro_ln:stacey-5,fl:ju_ln:kato-15,0,0.8170100732033857,0.8157541861036787,0.815232769523705,0.8135298217882154,0.7743063571700108,0.6201086887112581,0.08669060951258661,0.37043644862881914
11472022,11472633,2022-10-18,2022-10-18,fl:ge_ln:price-1,fl:ge_ln:price-1,1,0.7529455069470833,0.7506923676359972,0.7480966256335747,0.7275662746139998,0.7272937939049754,0.47227240193057096,0.08473609829333406,0.23282311607786946
11472022,10401207,2022-10-18,2019-09-03,fl:ge_ln:price-1,fl:ca_ln:gonzaga-1,0,0.7747953406681967,0.7504616888389325,0.7492023094964378,0.7362814945151194,0.7302093561595614,0.504247918372697,0.10341175719897436,0.22678772848258943
11476902,10469142,2022-10-18,2019-11-05,fl:se_ln:faxer-1,fl:se_ln:faxer-1,1,0.9827213239892331,0.968601429992621,0.9639403213920855,0.9566267131587852,0.9502123952090857,0.7248046772169074,0.11016837949068194,0.4065175409480227
11476902,10447797,2022-10-18,2019-10-15,fl:se_ln:faxer-1,fl:br_ln:dingwall-1,0,0.861783330676267,0.8581628231387105,0.8573386779000692,0.853959602534778,0.8528992494055667,0.6891314102922181,0.09011014280730012,0.42169181439462455
10441465,11471328,2019-10-15,2022-10-18,fl:ph_ln:gooding-2,fl:ph_ln:gooding-2,1,0.798141418600514,0.7888068643061019,0.7816440687094647,0.7795976129260141,0.7771144035234959,0.5217150832647943,0.15862021863925568,0.08353003933146357
10441465,11476101,2019-10-15,2022-10-18,fl:ph_ln:gooding-2,fl:ji_ln:lin-57,0,0.7697540213553573,0.7671449042080526,0.7578580477886973,0.7562338413262135,0.751562170833024,0.6414057644251657,0.06758120107416282,0.4096401271202925
10442274,10403870,2019-10-15,2019-09-03,fl:ma_ln:yamada-65,fl:ma_ln:yamada-65,1,0.820479838348745,0.7967073420950809,0.7949505996296131,0.7754797872762543,0.7622892310665319,0.5851626231015205,0.09934444310667565,0.3989073890519758
10442274,10393947,2019-10-15,2019-08-27,fl:ma_ln:yamada-65,fl:ha_ln:yun-18,0,0.7712709390132866,0.7672973477956094,0.7655950639200513,0.7574046837749057,0.7545066607804282,0.6039574226684847,0.08711842697291396,0.42684463353563307
10470138,10470128,2019-11-05,2019-11-05,fl:yo_ln:kwon-78,fl:yo_ln:kwon-78,1,0.8270752766218246,0.8107143513218786,0.7992218681858385,0.7903324332645042,0.7783432937896475,0.6148534263398694,0.07502447023623253,0.391407164432509
10470138,10446406,2019-11-05,2019-10-15,fl:yo_ln:kwon-78,fl:ch_ln:chen-951,0,0.7916612832459042,0.7853035539112,0.765834938766553,0.76332229137914,0.757293423007387,0.6154575644956108,0.06272458601658315,0.447080204296416
10444474,10393998,2019-10-15,2019-08-27,fl:ye_ln:chang-16,fl:ye_ln:chang-16,1,0.6951249205323631,0.6919922865638074,0.6906596248913396,0.6848608697479651,0.6834239469071619,0.49581416624133734,0.058315928758114796,0.3932728632719429
10444474,10396700,2019-10-15,2019-08-27,fl:ye_ln:chang-16,fl:ge_ln:hu-9,0,0.6870493804596102,0.6809883004740453,0.6781932068467155,0.6770572828620539,0.6767575347631072,0.5310512881524738,0.06147177558987607,0.41591872345349074
10444817,10403003,2019-10-15,2019-09-03,fl:al_ln:koker-1,fl:al_ln:koker-1,1,0.8257764105648011,0.8250972877158635,0.81942455172625,0.8176907267868727,0.8143124016423418,0.5666547613508354,0.08318663449724618,0.3460244322564573
10444817,10467889,2019-10-15,2019-11-05,fl:al_ln:koker-1,fl:vl_ln:litovtchenko-1,0,0.7944584450630349,0.7885113560428715,0.7317547389978477,0.7303202866385731,0.7223687240203092,0.5336410496963869,0.07560481339600661,0.375517229891146
11475298,10445568,2022-10-18,2019-10-15,fl:ba_ln:sun-16,fl:ba_ln:sun-16,1,0.8835783294958378,0.8773137025408158,0.8721059215495667,0.8697424416125767,0.8685573294920411,0.6337025362309868,0.12321499880465843,0.27301630345282
11475298,10398613,2022-10-18,2019-09-03,fl:ba_ln:sun-16,fl:ma_ln:harburg-1,0,0.8187593755502013,0.8150409388007627,0.8139100507476613,0.7967645220298429,0.7951357421131263,0.6803453723610821,0.05633634455962117,0.5407327481511516
10446214,10403336,2019-10-15,2019-09-03,fl:fe_ln:bedeschi-1,fl:fe_ln:bedeschi-1,1,0.8648272528813894,0.820047116728049,0.801067993523237,0.798344048070594,0.7979256478558174,0.6813364050346981,0.05940351689232168,0.5673084513891727
10446214,10467518,2019-10-15,2019-11-05,fl:fe_ln:bedeschi-1,fl:an_ln:schweinfurth-1,0,0.7777440820659817,0.7679895750491813,0.7518468098151416,0.7408648657195321,0.7378789489870563,0.6092293553705936,0.05772861665731298,0.48946215643838714
10468407,10466366,2019-11-05,2019-11-05,fl:ch_ln:chang-499,fl:ch_ln:chang-499,1,0.8891971790425818,0.8675753352539037,0.854302523118965,0.8408162508307577,0.8378693562681249,0.6541568258516481,0.07409820848231895,0.46607977276407986
10468407,10401961,2019-11-05,2019-09-03,fl:ch_ln:chang-499,fl:da_ln:grant-6,0,0.8279457483475919,0.8191136701549159,0.8162009055759665,0.8103051583999451,0.8040931565798314,0.6225651830977058,0.07609769255758253,0.4296631555973889
10397755,11475652,2019-08-27,2022-10-18,fl:ja_ln:kim-604,fl:ja_ln:kim-604,1,0.7871886480296735,0.7818828883978116,0.7806719986527814,0.7765048625630956,0.774258156496233,0.4513165121254421,0.19227433655707996,0.06996993032288641
10397755,10465162,2019-08-27,2019-11-05,fl:ja_ln:kim-604,fl:em_ln:baetge-1,0,0.7926191239623771,0.7868442419987892,0.7843239773074245,0.7814207106872021,0.7782367996371194,0.5339864035515965,0.13577289302573212,0.19121051344058132
10398942,10463918,2019-09-03,2019-11-05,fl:ni_ln:nardacci-1,fl:ni_ln:nardacci-1,1,0.6885760329258903,0.6814137916454646,0.676631316291637,0.6756248543398862,0.6683052134980065,0.5595566439791798,0.05664720395917343,0.3994085031390704
10398942,10441400,2019-09-03,2019-10-15,fl:ni_ln:nardacci-1,fl:am_ln:heys-1,0,0.825709952925623,0.8238259619879836,0.80773615989475,0.8069196834387894,0.8053502669306872,0.663570748934684,0.07982414788436495,0.38558984565930693
10396512,10444444,2019-08-27,2019-10-15,fl:je_ln:gniadek-2,fl:je_ln:gniadek-2,1,0.7866454935830914,0.7841342161694904,0.7807734367382172,0.7767528328407092,0.7761530694617294,0.6664683752668744,0.04808109753147698,0.5293827932968447
10396512,10464738,2019-08-27,2019-11-05,fl:je_ln:gniadek-2,fl:an_ln:bray-7,0,0.8251299681490318,0.8241967362522613,0.8235577735188191,0.8233196858066196,0.8202614971784026,0.7417614433965224,0.03901721647424186,0.6065031428853602
10397969,10444857,2019-08-27,2019-10-15,fl:ra_ln:xu-6,fl:ra_ln:xu-6,1,0.8450794308976967,0.8437831139473887,0.8381160601615167,0.8337981358807894,0.8333200227298497,0.7047879638783843,0.08503705543160908,0.4597582407883644
10397969,10466978,2019-08-27,2019-11-05,fl:ra_ln:xu-6,fl:la_ln:fiedler-3,0,0.7961609707410319,0.7925877659042625,0.789633620065534,0.7837752274019891,0.7731618498089491,0.571259851048235,0.09620386890828658,0.37860660261137347
10448340,11477703,2019-10-15,2022-10-18,fl:yi_ln:li-324,fl:yi_ln:li-324,1,0.7704351516640212,0.7664216832892732,0.7549417674781594,0.7485196930336964,0.7450428193455567,0.5657571009154199,0.09350121919595623,0.3322708336824349
10448340,10464981,2019-10-15,2019-11-05,fl:yi_ln:li-324,fl:pe_ln:bruenker-1,0,0.7765482793657755,0.7523970340673247,0.7517542355828616,0.7509614534858262,0.7491854425955433,0.5976169885793157,0.06522390403388242,0.4521327127285693
10396200,11476418,2019-08-27,2022-10-18,fl:in_ln:ok-1,fl:in_ln:ok-1,1,0.49388708348622185,0.4680542139378706,0.4599035642146356,0.45867706055137386,0.4583015884388007,0.22725603381287365,0.05802438751489373,0.16688249983611658
10396200,10469811,2019-08-27,2019-11-05,fl:in_ln:ok-1,fl:ra_ln:reddy-46,0,0.661287999861192,0.6570480725347091,0.650584848451757,0.6498804233049893,0.6389380337360671,0.3072708756854304,0.0959637628805007,0.15002629832071485
10446212,10403381,2019-10-15,2019-09-03,fl:no_ln:umetsu-2,fl:no_ln:umetsu-2,1,0.7183509421033555,0.7113827502626231,0.709904580853769,0.7090528359346625,0.7059034150867249,0.6333209211376629,0.048965160404269174,0.49665782253409857
10446212,10394648,2019-10-15,2019-08-27,fl:no_ln:umetsu-2,fl:hy_ln:kim-575,0,0.7688920341451703,0.7632175372159703,0.7628129575308702,0.7576705446182478,0.7534493415897437,0.6576306244478759,0.052819187205908405,0.5330288954338798
10391228,10463778,2019-08-27,2019-11-05,fl:ro_ln:childers-2,fl:ro_ln:childers-2,1,0.553867317678881,0.5527799916231567,0.5523538287043904,0.5484542468052166,0.547150278914278,0.5089653444027408,0.03294252912804136,0.40786036580620116
10391228,11476158,2019-08-27,2022-10-18,fl:ro_ln:childers-2,fl:ru_ln:lieten-1,0,0.5648290827978636,0.5647946914500749,0.5644146839562304,0.5622214596225833,0.5618070607809508,0.32771599947713265,0.18086150615215013,0.08321622312941447
10397754,10397796,2019-08-27,2019-08-27,fl:ta_ln:yoo-59,fl:ta_ln:yoo-59,1,0.8037650068020988,0.7928677728673149,0.7807918126031513,0.7742028916469444,0.7715068204337032,0.5989539953809936,0.07963594926590589,0.37487900646218936
10397754,10397436,2019-08-27,2019-08-27,fl:ta_ln:yoo-59,fl:sa_ln:miyazaki-9,0,0.7375854746883738,0.7246797039440028,0.7143796381469134,0.7125235854681286,0.7055884018896467,0.5941562755724946,0.06286720288563015,0.4219088074918456
10397605,11477482,2019-08-27,2022-10-18,fl:to_ln:sugio-1,fl:to_ln:sugio-1,1,0.7385912643260268,0.7369957315775238,0.728161447857225,0.72229012613515,0.7210972284496135,0.5286050136533841,0.07899818849180344,0.28380678802132586
10397605,10397224,2019-08-27,2019-08-27,fl:to_ln:sugio-1,fl:lu_ln:mcgregor-1,0,0.7127708689930733,0.7117324974210115,0.7032368368654502,0.7003986428170627,0.6913260793155979,0.5229483148962021,0.06553553175593743,0.34096945940744294
10448018,11477442,2019-10-15,2022-10-18,fl:su_ln:lim-88,fl:su_ln:lim-88,1,0.7246840427369341,0.7147946941395593,0.709350275861406,0.7032545309019252,0.6980324206871051,0.5925860336221209,0.05941010343328239,0.460063426893297
10448018,10403431,2019-10-15,2019-09-03,fl:su_ln:lim-88,fl:sh_ln:banba-4,0,0.7263884140965273,0.7022555199890097,0.7020676270552648,0.6956828694002344,0.6951444096033176,0.5886970050280568,0.0609501777229331,0.43350316016059715
10466812,10403020,2019-11-05,2019-09-03,fl:to_ln:grossman-4,fl:to_ln:grossman-4,1,0.8081788083056596,0.805072408742406,0.8026543177992999,0.8019376460465669,0.801185664279609,0.6872587730822383,0.07666020351648747,0.4641580449745026
10466812,11474812,2019-11-05,2022-10-18,fl:to_ln:grossman-4,fl:ma_ln:anderson-92,0,0.8048273999342588,0.7931010009101734,0.790909142605151,0.7898217957465563,0.7853732597101839,0.5122683814560516,0.13818536728699096,0.33481596056702645
10447366,11476998,2019-10-15,2022-10-18,fl:ra_ln:berliner-1,fl:ra_ln:berliner-1,1,0.8167621779990241,0.8143256522946175,0.8125973655464351,0.8122212065225669,0.8085190734745443,0.6481313587251326,0.0900547778033707,0.4467223583276857
10447366,10469783,2019-10-15,2019-11-05,fl:ra_ln:berliner-1,fl:ta_ln:abe-39,0,0.8073742903951484,0.8053931693120765,0.8019520401640169,0.7787706490495322,0.7764133629734838,0.6658060177368014,0.06125158058110211,0.4869429750292959
10444817,10467796,2019-10-15,2019-11-05,fl:jo_ln:ray-19,fl:jo_ln:ray-19,1,0.8134846482992784,0.8131464362536264,0.8025782140519976,0.8006716453135001,0.7945256971107674,0.5517551458036004,0.07923808263973715,0.37838863394600875
10444817,10405382,2019-10-15,2019-09-03,fl:jo_ln:ray-19,fl:hy_ln:eum-4,0,0.8555678211494241,0.8350448338291447,0.8122816124178692,0.7964405972078199,0.7911500074654498,0.6288969402222244,0.07276954849038987,0.4695240478026136
10403193,10446635,2019-09-03,2019-10-15,fl:su_ln:kwon-38,fl:su_ln:kwon-38,1,0.7874686265952863,0.7813828011340284,0.7373535825793446,0.7296233533381757,0.7190305931527907,0.5459344460575762,0.0726811360814397,0.3548065110850251
10403193,10444993,2019-09-03,2019-10-15,fl:su_ln:kwon-38,fl:ho_ln:gao-33,0,0.8511562893307122,0.8194360056407616,0.8020011981843468,0.7896867147909211,0.7893397339708271,0.5873258260827148,0.0997845832770637,0.32716033395964855
10404513,10448333,2019-09-03,2019-10-15,fl:ha_ln:cho-144,fl:ha_ln:cho-144,1,0.8518953051959108,0.8509653323047571,0.8452823385296279,0.8410296838644026,0.8357742751648487,0.6968910896744858,0.07196707061324555,0.4968672954076706
10404513,10393012,2019-09-03,2019-08-27,fl:ha_ln:cho-144,fl:yo_ln:kamo-6,0,0.7990409558027811,0.7920103227201809,0.7918116745661707,0.7857396793494859,0.7834513105409256,0.6563302092791004,0.07194153849947672,0.4619517383897303
11477454,11477456,2022-10-18,2022-10-18,fl:se_ln:kim-778,fl:se_ln:kim-778,1,0.7837425871679716,0.7737243880388963,0.7632584246324535,0.7601099132007609,0.7569193223960752,0.6026811979496147,0.09018006504906845,0.35534573535696695
11477454,10467509,2022-10-18,2019-11-05,fl:se_ln:kim-778,fl:zo_ln:liu-18,0,0.7946433118579243,0.7946433118579243,0.7801820088585365,0.7801820088585365,0.7715943993963721,0.5940018099710119,0.09982477967503085,0.3486580533501321
10470187,10468766,2019-11-05,2019-11-05,fl:pa_ln:henry-8,fl:pa_ln:henry-8,1,0.7940029340482747,0.7876956544794658,0.7847649307506804,0.782013926844828,0.7780677787809818,0.5485256057359389,0.1278359191471234,0.171211310852609
10470187,10467410,2019-11-05,2019-11-05,fl:pa_ln:henry-8,fl:sa_ln:lee-530,0,0.8353836331624084,0.8280528967428615,0.8224154141455877,0.8153525295827581,0.7953345966112685,0.6488353710627659,0.08395482249839357,0.48920810749352944
10396383,10390638,2019-08-27,2019-08-27,fl:ji_ln:kim-296,fl:ji_ln:kim-296,1,0.7867737992769199,0.7838447484676698,0.7832018072213547,0.7822678873282065,0.778574708536139,0.6176173259650731,0.10598823044399076,0.3521572124390399
10396383,10444871,2019-08-27,2019-10-15,fl:ji_ln:kim-296,fl:ha_ln:wang-335,0,0.7345413382692647,0.7331748812290038,0.7276892434282628,0.727548587898945,0.7118935422113237,0.5531639127935235,0.1249386130363056,0.2528808513363148
10445234,10445098,2019-10-15,2019-10-15,fl:ke_ln:fleming-6,fl:ke_ln:fleming-6,1,0.9260255923735743,0.9252681719675139,0.8896874841662535,0.8890856060287671,0.8873817216503267,0.5748946044899031,0.11266668796879423,0.285563457499856
10445234,11475991,2019-10-15,2022-10-18,fl:ke_ln:fleming-6,fl:ja_ln:nord-3,0,0.7788841888228868,0.7655433530471981,0.7502088929820933,0.7433869416387087,0.7356406093935557,0.5296822834360775,0.09971271935350291,0.27448730821012385
10404434,11477766,2019-09-03,2022-10-18,fl:ch_ln:patel-27,fl:ch_ln:patel-27,1,0.7860846459915879,0.7678175467239238,0.7655110857359582,0.764458202777372,0.7642474724097084,0.6183087551065134,0.09555747888960282,0.36152041049672
10404434,11476338,2019-09-03,2022-10-18,fl:ch_ln:patel-27,fl:gi_ln:dewey-2,0,0.8026108673623206,0.8018708097164329,0.7859284165184924,0.7824799092116287,0.7456149495552113,0.48316843201089255,0.11791862518589047,0.33704322906186795
11476927,10391325,2022-10-18,2019-08-27,fl:br_ln:koop-1,fl:br_ln:koop-1,1,0.8071763729113376,0.806240004575279,0.7965916762741253,0.7952957216098625,0.7943042181951607,0.69214243061012,0.05480716015191405,0.48489688292005784
