patent_1_id,patent_2_id,patent_1_date,patent_2_date,patent_1_inventor,patent_2_inventor,is_same,LBP_top1,LBP_top2,LBP_top3,LBP_avg,LBP_std,LBP_worse,HOG_top1,HOG_top2,HOG_top3,HOG_avg,HOG_std,HOG_worse,SIFT_top1,SIFT_top2,SIFT_top3,SIFT_avg,SIFT_std,SIFT_worse,SSIM_top1,SSIM_top2,SSIM_top3,SSIM_avg,SSIM_std,SSIM_worse,BF_top1,BF_top2,BF_top3,BF_avg,BF_std,BF_worse
10470112,10470170,2019-11-05,2019-11-05,fl:al_ln:damnjanovic-1,fl:al_ln:damnjanovic-1,1,0.9912666334077774,0.9906269658666842,0.9906087326789943,0.9829399647164055,0.004083574907595764,0.9720376244894194,0.44098327,0.37540957,0.3691002,0.2159326549670006,0.06419085,0.053911407,327,209,189,15.692307692307692,30.720685686743654,0,0.8041687472315557,0.789350451116833,0.7871372339044718,0.648454215627076,0.07145911185069442,0.4753611496777639,7,5,5,0.26244343891402716,0.904434226146533,0
10470112,10405147,2019-11-05,2019-09-03,fl:al_ln:damnjanovic-1,fl:ri_ln:sillman-1,0,0.9879720018750546,0.9873986040973642,0.9873313817016158,0.9815994455130921,0.0038547441094485325,0.9693986471105842,0.4463311,0.42906,0.4192647,0.23308289811744556,0.0752307,0.09181339,36,24,23,5.839160839160839,5.525086272338931,0,0.7454548106590237,0.7440683329779942,0.7368612041652026,0.6258045992935243,0.07224704138024997,0.4137252040457241,8,3,3,0.16083916083916083,0.8248784580980768,0
11471530,11471531,2022-10-18,2022-10-18,fl:ja_ln:clube-1,fl:ja_ln:clube-1,1,0.9985841233957503,0.991640214524021,0.9904303181814345,0.9201254140001317,0.04568655953043988,0.7823117613675893,0.98258066,0.97628415,0.9730902,0.36085643570281956,0.2000073,0.024264093,1016,836,755,60.03324099722992,113.05799263369309,4,0.993550566354608,0.9846479080708623,0.9838701302625141,0.45455330639816777,0.1722196096552124,0.15290267519612183,464,436,434,14.155124653739612,62.2158986241054,0
11471530,11476326,2022-10-18,2022-10-18,fl:ja_ln:clube-1,fl:we_ln:ni-14,0,0.9907450556106643,0.9859972799785374,0.9821070480454934,0.9292519024955589,0.03522734813091707,0.8324424846598472,0.5804617,0.5772161,0.57135105,0.3290340886976486,0.122218326,0.037542496,200,123,120,15.924812030075188,18.10244755332294,0,0.8197513299931072,0.755401815800921,0.7330464890704612,0.3599839763702161,0.11787685463231852,0.14370028160319648,319,261,245,3.4235588972431077,25.663106475070236,0
10397755,10448276,2019-08-27,2019-10-15,fl:la_ln:kim-13,fl:la_ln:kim-13,1,0.9918784067247045,0.9913818743536069,0.9908887025693965,0.9804938809949614,0.007004932433344538,0.9539821185307548,0.4216393,0.41690883,0.4055206,0.23844937716191744,0.060854163,0.08765064,33,28,28,9.254079254079254,6.038977004960861,0,0.8027400000597836,0.7972802953032669,0.7962181816673125,0.6228373192188796,0.078923250150723,0.4028971688578495,27,17,8,0.3333333333333333,1.7550017322017324,0
10397755,11472222,2019-08-27,2022-10-18,fl:la_ln:kim-13,fl:ts_ln:nishida-4,0,0.9931834356661079,0.9926493543243016,0.992417672198807,0.981574905241061,0.005927183138438941,0.9604296666216529,0.34306982,0.31386828,0.31327987,0.15576842587284703,0.060125157,0.008658396,40,32,31,5.048898071625344,4.69639744096418,0,0.8215220768465853,0.8204516494743231,0.8200266653104705,0.637975751217705,0.08163656243754544,0.4187270709963688,27,18,15,0.16942148760330578,1.1877248414225503,0
11471151,10463366,2022-10-18,2019-11-05,fl:ch_ln:scheib-1,fl:ch_ln:scheib-1,1,0.992328169017432,0.9913550745066474,0.989387168755115,0.970528280358716,0.009330190038010762,0.9279946400096896,0.42748865,0.4069394,0.39736563,0.22873511020094156,0.06492343,0.041521315,64,52,48,11.472,8.651775309148983,0,0.8416555535597747,0.8226208681218261,0.8149767520265008,0.5821621134434107,0.07375692832700545,0.39566009268157243,39,38,25,0.962,3.469374006935545,0
11471151,11476927,2022-10-18,2022-10-18,fl:ch_ln:scheib-1,fl:mi_ln:kane-6,0,0.9932785128047021,0.9926872412026878,0.9923332510087797,0.9758850288819684,0.008978443778271585,0.9375013739737095,0.35181755,0.33202,0.3128642,0.19172026737169787,0.054569934,0.06896299,105,94,88,15.112727272727273,14.813446650016754,0,0.8219424361860932,0.8179020206321408,0.7959203015025097,0.5852693889359982,0.07449992329621825,0.3984874014758813,49,23,6,0.5418181818181819,3.3424373746273517,0
10441257,10441256,2019-10-15,2019-10-15,fl:ra_ln:paul-8,fl:ra_ln:paul-8,1,0.9893906570815371,0.9890623406468152,0.9888246307726382,0.9759477750749603,0.005842622037678111,0.9604108232877197,0.56741184,0.5073162,0.47919902,0.19152822742859524,0.08188052,0.03992567,75,69,66,24.808333333333334,15.22733060067398,1,0.7961655429955479,0.7897100987441873,0.7803025040782013,0.6746676759648446,0.056183937715983304,0.5186847374974461,8,7,6,0.36666666666666664,1.0442966798547029,0
10441257,10391853,2019-10-15,2019-08-27,fl:ra_ln:paul-8,fl:sh_ln:takemoto-19,0,0.9877912136680456,0.9873324564163899,0.986519981853947,0.9694806003835542,0.008109151530899904,0.9508368003582736,0.35951245,0.3531396,0.32850572,0.21289420640096068,0.055237487,0.09869062,33,31,30,9.982142857142858,6.59813575248064,1,0.7637694951385235,0.7590994765349989,0.7570809862622614,0.6008021046460603,0.07632728236880827,0.4060796929179243,9,5,4,0.19196428571428573,0.8471210059516229,0
10469901,11477501,2019-11-05,2022-10-18,fl:ve_ln:srinivasan-20,fl:ve_ln:srinivasan-20,1,0.9905408011203057,0.9902893774868828,0.989710455506241,0.9749399266287614,0.009062739005928928,0.9520912133189319,0.5266811,0.5210712,0.49410975,0.2792089367728858,0.10520472,0.054232173,67,64,61,19.015873015873016,15.573167872054054,0,0.7525088448216628,0.7501520319761992,0.7459356576350555,0.5045991712905787,0.13133302467921273,0.2514036551634742,25,5,5,0.47619047619047616,2.366144428343779,0
10469901,10397968,2019-11-05,2019-08-27,fl:ve_ln:srinivasan-20,fl:la_ln:law-5,0,0.990677962136391,0.9905621192189124,0.9898845657285135,0.9802324143218534,0.005056969667027008,0.9701414391933989,0.39979994,0.3923904,0.38432798,0.24136725092927616,0.07744403,0.0896201,39,38,36,14.344444444444445,9.658802676098237,0,0.81779091608641,0.8129831979037758,0.7970865489750824,0.6049983897898809,0.10088363137569101,0.3980584098765205,24,14,9,1.0666666666666667,3.282275633357645,0
10405285,11477731,2019-09-03,2022-10-18,fl:jo_ln:ahn-99,fl:jo_ln:ahn-99,1,0.9915929096411562,0.9914008247061209,0.9909875441639238,0.9823460986410109,0.0071778324019589135,0.9577216083788355,0.45323953,0.3987167,0.38596693,0.1501601635366036,0.06585049,0.028715815,37,35,28,7.071120689655173,5.007462753412482,0,0.8120303567985767,0.8091823252769123,0.8071948753366969,0.6844653529141013,0.0695634045859371,0.45824820258827903,8,4,4,0.10991379310344827,0.5674246048802813,0
10405285,10467603,2019-09-03,2019-11-05,fl:jo_ln:ahn-99,fl:ge_ln:liu-21,0,0.9895593099265622,0.9892425497158106,0.9889766107652631,0.9789802700549856,0.0071694047435873,0.9535285849848136,0.44284046,0.43415207,0.4245185,0.2303805573111666,0.062560454,0.118636824,38,37,31,9.799107142857142,6.647354408437807,0,0.8028259454434095,0.7913409220341807,0.781792081696028,0.6428271305940505,0.05800065208881895,0.4907835497017616,4,3,3,0.19642857142857142,0.6026620368102216,0
11476221,10405433,2022-10-18,2019-09-03,fl:ju_ln:costa-2,fl:ju_ln:costa-2,1,0.9647879132142252,0.9626651276906366,0.9626021670599892,0.9377240140766647,0.010531884139717075,0.9123467968459652,0.5259746,0.47823545,0.47268966,0.3002040526232658,0.070261426,0.08781641,86,83,79,22.146153846153847,14.89438624507089,0,0.546576415168956,0.5208629967989102,0.5194099101918351,0.35424658637615764,0.06562424614777915,0.2213248589306752,3,3,2,0.08205128205128205,0.3699423342947986,0
11476221,10446671,2022-10-18,2019-10-15,fl:ju_ln:costa-2,fl:sa_ln:okamoto-8,0,0.9660114689125391,0.9633257952104801,0.9632093148816238,0.9342354688382358,0.01363815401678174,0.883199402154563,0.56794775,0.557643,0.54429656,0.3258229310293751,0.07071247,0.17035477,79,77,60,12.603238866396762,8.758366135529815,0,0.5525303462637615,0.5281265116029734,0.5275921251589054,0.3567482888326983,0.05899599785371467,0.22738881361903376,3,3,2,0.06342780026990553,0.3029742206697425,0
10398951,10391370,2019-09-03,2019-08-27,fl:jo_ln:hebreo-2,fl:jo_ln:hebreo-2,1,0.9945374692640755,0.990985371709416,0.9902484158910032,0.9813874237611244,0.0035529436096849464,0.9680720259204962,0.80901754,0.7642802,0.7056711,0.16999497633415883,0.08979724,0.017639551,198,173,154,17.47685185185185,21.669859194202687,0,0.878153925605527,0.8251478200709903,0.823922943062122,0.6945372398673314,0.045373945834311584,0.5650723530568054,76,48,28,1.5354938271604939,4.556772134636418,0
10398951,11475005,2019-09-03,2022-10-18,fl:jo_ln:hebreo-2,fl:mi_ln:haubenschild-1,0,0.9883642694687871,0.9872386729251456,0.9867353829466793,0.9715393954074705,0.0266188293396325,0.8410012957101332,0.40684012,0.40104938,0.3986013,0.19837712388511541,0.055679094,0.049334045,139,110,93,9.253472222222221,13.109514214633313,0,0.7803186680486048,0.7788375325203366,0.7776509746178635,0.6109489145794798,0.12351346675597333,0.18792760338530318,30,7,7,0.3333333333333333,1.5103807466993218,0
10396277,10403473,2019-08-27,2019-09-03,fl:jo_ln:park-601,fl:jo_ln:park-601,1,0.9879177874799553,0.9868860197583588,0.9867640350156465,0.9710127491974846,0.015288535047604126,0.9215600696786244,0.48176354,0.4619024,0.45718405,0.25452440855007213,0.06786199,0.095743194,74,51,37,8.491596638655462,7.088718458474573,0,0.7716542014325091,0.7683313005795295,0.7643888941262039,0.6341562484098049,0.0599228303700067,0.4545686637148464,31,24,9,0.8235294117647058,2.912295172798372,0
10396277,10391169,2019-08-27,2019-08-27,fl:jo_ln:park-601,fl:ra_ln:schatzman-2,0,0.9879675811434705,0.9876167826131345,0.9874607042479633,0.9694490154581443,0.017967971509734067,0.868758973100085,0.4665342,0.45683166,0.45285484,0.2283998407600891,0.074818574,0.05703726,68,52,47,5.871252204585538,5.330124929616285,0,0.754750571059436,0.7537068128300819,0.751923113120235,0.5727506627354759,0.07982967103675322,0.3202195249041624,14,13,7,0.25308641975308643,0.9724440552049293,0
11474965,10402340,2022-10-18,2019-09-03,fl:pe_ln:lea-1,fl:pe_ln:lea-1,1,0.980240391145305,0.9798270523420055,0.9795252408084216,0.9687678246137967,0.0058827774367165376,0.9561885513089973,0.69314414,0.6258143,0.6200912,0.3772142664529383,0.09164792,0.19600926,472,291,225,41.3125,53.592232121362514,0,0.5444467920894808,0.520739797636085,0.520292327632983,0.36501682004793945,0.08856786012541398,0.20371061809067414,17,15,3,0.41875,1.8556396302892435,0
11474965,10397679,2022-10-18,2019-08-27,fl:pe_ln:lea-1,fl:ma_ln:norris-12,0,0.9869170673925354,0.9863649469750525,0.9854386165567001,0.9629080280822494,0.01909513447368912,0.9040774437056734,0.5378429,0.5154099,0.5092999,0.29850503110459875,0.10852371,0.11254121,98,82,66,12.910714285714286,13.320602712814951,0,0.6628591439858074,0.6473625641394094,0.6412036834578659,0.41796930664658766,0.10507698404044462,0.2214382869606243,34,28,7,0.5133928571428571,3.023686123630344,0
