patent_1_id,patent_2_id,patent_1_date,patent_2_date,patent_1_inventor,patent_2_inventor,is_same,LBP,HOG,SIFT,SSIM
11477699,11477800,2022-10-18,2022-10-18,fl:ya_ln:zhou-47,fl:ya_ln:zhou-47,1,0.9904244522376144,0.1061544,888,0.7529472211918267
11477699,10394219,2022-10-18,2019-08-27,fl:ya_ln:zhou-47,fl:ak_ln:kanemaru-1,0,0.9899341570017051,0.13324912,26,0.7665484662255607
10466394,10466486,2019-11-05,2019-11-05,fl:mi_ln:klug-2,fl:mi_ln:klug-2,1,0.9836008376040336,0.31848213,1742,0.6663454303448796
10466394,10465276,2019-11-05,2019-11-05,fl:mi_ln:klug-2,fl:sa_ln:eichfeld-1,0,0.9872638943478892,0.11587052,48,0.7250681295515798
11472187,10399349,2022-10-18,2019-09-03,fl:yo_ln:osakabe-3,fl:yo_ln:osakabe-3,1,0.9683682487813,0.26723203,6938,0.5554120707895297
11472187,10404147,2022-10-18,2019-09-03,fl:yo_ln:osakabe-3,fl:ko_ln:chong-6,0,0.9749201946801955,0.23427196,214,0.6345464862150201
10468106,10468110,2019-11-05,2019-11-05,fl:he_ln:lee-223,fl:he_ln:lee-223,1,0.9791575563526606,0.2091154,2536,0.7059016192951255
10468106,10470317,2019-11-05,2019-11-05,fl:he_ln:lee-223,fl:ch_ln:chang-767,0,0.9841492469762069,0.13247481,81,0.747471489991564
11474315,10444444,2022-10-18,2019-10-15,fl:ka_ln:takano-19,fl:ka_ln:takano-19,1,0.9474855973825198,0.30586085,7931,0.4278821733223403
11474315,10399841,2022-10-18,2019-09-03,fl:ka_ln:takano-19,fl:wa_ln:alpert-1,0,0.9686659228361627,0.11686269,671,0.5895857027643189
