patent_1_id,patent_2_id,patent_1_date,patent_2_date,patent_1_inventor,patent_2_inventor,is_same,LBP_top1,LBP_top2,LBP_top3,LBP_avg,LBP_std,LBP_worse,HOG_top1,HOG_top2,HOG_top3,HOG_avg,HOG_std,HOG_worse,SIFT_top1,SIFT_top2,SIFT_top3,SIFT_avg,SIFT_std,SIFT_worse,SSIM_top1,SSIM_top2,SSIM_top3,SSIM_avg,SSIM_std,SSIM_worse
10469901,11477501,2019-11-05,2022-10-18,fl:ve_ln:srinivasan-20,fl:ve_ln:srinivasan-20,1,0.9729329005861567,0.9721222634282202,0.9784790594009352,0.9808459308592187,0.0063014036728365076,0.9829120401981746,0.36016762,0.37946898,0.30641848,0.2429802331291599,0.102573074,0.16749409,816,23,62,92.74074074074075,190.67901913999881,317,0.476751403118698,0.4447945764735251,0.554934364491993,0.5862587363189128,0.1206068939998706,0.6669926357444326
10469901,10397968,2019-11-05,2019-08-27,fl:ve_ln:srinivasan-20,fl:la_ln:law-5,0,0.9791834852127783,0.9733845780718832,0.9775536816001034,0.9802324143218529,0.005056969667027008,0.9810611612811976,0.19424061,0.337791,0.25583994,0.2413672510948446,0.077444024,0.23523903,26,16,21,14.333333333333334,9.649409884086753,4,0.5859603518938664,0.5046000259900074,0.5766721929169116,0.604998389789881,0.10088363137569101,0.6353330235559623
10405285,11477731,2019-09-03,2022-10-18,fl:jo_ln:ahn-99,fl:jo_ln:ahn-99,1,0.9864043106012091,0.9888203406493977,0.9878532583989738,0.9816863965611281,0.008938019570621602,0.947025553555331,0.13647777,0.17513981,0.13158002,0.20776534811011516,0.066458434,0.3281116,270,6,54,35.8984375,89.8419045326767,762,0.7288912438542196,0.7678170114165538,0.7543013846637147,0.6744605013433517,0.0737641033768311,0.5368424859386421
10405285,10467603,2019-09-03,2019-11-05,fl:jo_ln:ahn-99,fl:ge_ln:liu-21,0,0.9834988116439355,0.9804465918952795,0.9830524514284404,0.9789802700549849,0.0071694047435873,0.9612221724673837,0.12242542,0.21647757,0.20867462,0.23038055475002953,0.06256046,0.317624,7,8,22,9.799107142857142,6.647354408437807,14,0.724053227985421,0.6240688184987033,0.6675971501987653,0.6428271305940505,0.05800065208881895,0.5625239101969921
11476221,10405433,2022-10-18,2019-09-03,fl:ju_ln:costa-2,fl:ju_ln:costa-2,1,0.9262054273040525,0.906372587684451,0.923021506575112,0.9138553773169041,0.01113367474295423,0.8907405259135052,0.5449384,0.45194724,0.5328161,0.4892374707396919,0.057483636,0.49053288,1282,196,39,227.41420118343194,413.36866224060424,1638,0.30417061099217857,0.24254742352742237,0.2607398778945518,0.28929678246336443,0.047059800432650636,0.23637236427986705
11476221,10446671,2022-10-18,2019-10-15,fl:ju_ln:costa-2,fl:sa_ln:okamoto-8,0,0.9368876155044744,0.9470227450147903,0.9380032189065138,0.9342354688382366,0.01363815401678174,0.9208904289166733,0.3154046,0.25166652,0.30459574,0.3258229319544135,0.07071246,0.35766357,6,3,16,12.574898785425102,8.746319304314328,18,0.31782063557592766,0.35274871604177693,0.3230233311854739,0.3567482888326989,0.05899599785371466,0.2997130866516186
10398951,10391370,2019-09-03,2019-08-27,fl:jo_ln:hebreo-2,fl:jo_ln:hebreo-2,1,0.9811242041790446,0.9825894182624882,0.9813154505852789,0.9815286938386145,0.003146489360039416,0.9758905774225086,0.15871328,0.15011035,0.10362255,0.1542982051614672,0.045167476,0.16624446,612,58,56,30.944444444444443,68.5462159359348,528,0.6993299321582278,0.7016774320362351,0.6925513425127412,0.6919861923385222,0.03757674369994093,0.6267309546090092
10398951,11475005,2019-09-03,2022-10-18,fl:jo_ln:hebreo-2,fl:mi_ln:haubenschild-1,0,0.9801664194314609,0.9757782153366238,0.9806735009625547,0.9715393954074697,0.0266188293396325,0.9781515251098795,0.21669103,0.19448647,0.1494744,0.19837712450599712,0.055679094,0.2577537,14,4,18,9.25,13.106402167558333,4,0.7018949687013206,0.6649354667687833,0.6431290508007261,0.6109489145794801,0.12351346675597333,0.6343488976346119
10396277,10403473,2019-08-27,2019-09-03,fl:jo_ln:park-601,fl:jo_ln:park-601,1,0.9759928067450977,0.9757327005705099,0.9819504000283933,0.9734159240597157,0.005246457285232047,0.9808669045220043,0.23528686,0.23166952,0.20853363,0.2361853020835896,0.03914387,0.32550827,238,15,19,46.816326530612244,74.49686295802834,346,0.6301031284449535,0.6492168046008676,0.684490179622148,0.6019445039373834,0.04421083728665113,0.6151743096941377
10396277,10391169,2019-08-27,2019-08-27,fl:jo_ln:park-601,fl:ra_ln:schatzman-2,0,0.9722063909416451,0.9738799806512367,0.8881994647402501,0.969449015458144,0.017967971509734067,0.9810921350194433,0.3058246,0.20033243,0.36990446,0.22839984051699255,0.074818574,0.224897,1,2,6,5.880952380952381,5.339854526041366,11,0.555620159896284,0.5885786726079333,0.34230428663987117,0.5727506627354758,0.0798296710367532,0.6534891866455874
11474965,10402340,2022-10-18,2019-09-03,fl:pe_ln:lea-1,fl:pe_ln:lea-1,1,0.9756539046575131,0.9636055770889354,0.9656935061275803,0.9646373232265756,0.006472756798372158,0.9499111206733436,0.2466008,0.31669554,0.36679494,0.38115607551299036,0.06750072,0.5259138,597,18,16,102.05859375,281.3659213960043,653,0.4384207052663406,0.2941027117696623,0.2828419620152343,0.3204566161456202,0.07438065784911846,0.24453033409864397
11474965,10397679,2022-10-18,2019-08-27,fl:pe_ln:lea-1,fl:ma_ln:norris-12,0,0.9850827635914003,0.9823396352905096,0.9461910379284809,0.9629080280822493,0.01909513447368912,0.9598151334331608,0.12167453,0.18699874,0.41867065,0.2985050281443234,0.10852371,0.32413575,30,15,5,12.910714285714286,13.320602712814951,3,0.6098508415564302,0.5845105421676388,0.3299450549995018,0.41796930664658766,0.1050769840404446,0.3999207132504255
11476361,11476352,2022-10-18,2022-10-18,fl:zi_ln:fang-14,fl:zi_ln:fang-14,1,0.9730498805989921,0.9741731091857748,0.9701962146055902,0.9706773931109132,0.008961099957191344,0.9701402306901231,0.25157684,0.19476186,0.25678864,0.2119907374797883,0.04859475,0.25008425,746,166,420,151.73214285714286,156.69956040826298,856,0.5399659264651311,0.5378229337213492,0.48950714927953803,0.5154676060819083,0.0490379344418926,0.5062353329438115
11476361,10470313,2022-10-18,2019-11-05,fl:zi_ln:fang-14,fl:ra_ln:henry-1,0,0.9683666388173772,0.964339055280483,0.9648159048080197,0.9655937577572637,0.006996509026815587,0.9733525185635515,0.2849403,0.288689,0.2980323,0.24920885334057466,0.048932135,0.21689136,14,5,3,10.682142857142857,8.088949851116494,11,0.48579043314200254,0.48994764599064916,0.5044140742842069,0.4928575784256991,0.05493831585818004,0.5852375576368437
10401805,10401806,2019-09-03,2019-09-03,fl:co_ln:billings-1,fl:co_ln:billings-1,1,0.9700952604021106,0.9691477122862993,0.9768748454382512,0.978240820494865,0.011420003909458312,0.9927296784197357,0.28659788,0.38092265,0.16049688,0.18956487503466138,0.07961677,0.0,468,19,40,16.749135802469137,58.17237289632395,123,0.4364848929342357,0.47196173198910135,0.5969198610961797,0.6739385277616383,0.09514152033926766,0.8003230488228226
10401805,10467117,2019-09-03,2019-11-05,fl:co_ln:billings-1,fl:ma_ln:wilding-5,0,0.9758938613117215,0.9681860435477014,0.9747672796432496,0.977164691145582,0.00928643012069004,0.9851008788005475,0.23887901,0.3394258,0.24463417,0.2089022908924204,0.07434395,0.09269382,19,31,59,10.222222222222221,9.060465298502322,17,0.5587897317630032,0.4472632733748014,0.51806969323716,0.6098220823129382,0.1071114072685656,0.6713239195020095
10395582,10395966,2019-08-27,2019-08-27,fl:ro_ln:cok-1,fl:ro_ln:cok-1,1,0.9645891712190866,0.9690812745899556,0.972007247914686,0.973629574502074,0.003695371564455287,0.9771150598976961,0.43855172,0.39032212,0.37369415,0.30993554830551145,0.088352114,0.36961395,768,1,6,66.19,138.0154842762217,389,0.44184164657424957,0.4444883700978656,0.4976314546657792,0.4963152275304575,0.06812906153683264,0.4287445760881004
10395582,10403017,2019-08-27,2019-09-03,fl:ro_ln:cok-1,fl:zh_ln:du-80,0,0.9722205046862594,0.9724667970127012,0.9748773256639831,0.979347863732758,0.0032820962046377546,0.9810644598046258,0.40927577,0.26050934,0.33261335,0.2346138321980834,0.06597047,0.34408513,9,12,4,8.44,6.608055689837973,11,0.5101112119749238,0.5067330143868782,0.535280001520551,0.577494332003776,0.06411851430049945,0.5405002124693522
10469149,10469151,2019-11-05,2019-11-05,fl:ki_ln:kim-277,fl:ki_ln:kim-277,1,0.9903703973331175,0.9886970368866114,0.9930471184515912,0.9877739517379067,0.005502124475897076,0.9966667970109256,0.13174662,0.18081848,0.18996648,0.12749556787830615,0.071945846,0.0,306,14,4,18.696242643730194,39.94152118910757,25,0.7159191169026764,0.666620468552613,0.6253529272993938,0.7206417978285347,0.06720314378690669,0.8904512944566008
10469149,10442330,2019-11-05,2019-10-15,fl:ki_ln:kim-277,fl:c._ln:parker-1,0,0.977347469878203,0.9767619332174171,0.9485400994567565,0.9743920279060635,0.01337735604985177,0.984842010193749,0.17399165,0.37830266,0.3063068,0.17475127711066085,0.077576146,0.12514329,13,12,11,7.940159574468085,6.886456332948014,4,0.6524891403505204,0.531078339197488,0.5305543708769611,0.6278586956548929,0.09911086131146529,0.7290572058613703
10396188,11477678,2019-08-27,2022-10-18,fl:xi_ln:li-414,fl:xi_ln:li-414,1,0.9264793946850649,0.9190620722603645,0.9162301703889659,0.9351458395291659,0.013308854860186084,0.9529416937854979,0.43282562,0.4511221,0.34212175,0.3661378312074108,0.07967633,0.24276799,1332,65,52,192.42592592592592,293.30400328020085,615,0.29270705783455303,0.28001054625941973,0.26974581771050066,0.32778310458053683,0.0692247267821465,0.46613493580754045
10396188,10394918,2019-08-27,2019-08-27,fl:xi_ln:li-414,fl:ry_ln:kurosawa-1,0,0.9546113010787346,0.9466469083378757,0.9456338795895345,0.9595131823777638,0.010660682473126307,0.9661808166137824,0.22370176,0.37658912,0.38140818,0.23687744370868635,0.07356173,0.30926096,20,15,21,22.229166666666668,21.578255113655505,11,0.4203775154308069,0.3750119704113738,0.3684017468701411,0.47158412098184027,0.08888501223584062,0.5706509231980248
10395983,10468308,2019-08-27,2019-11-05,fl:ch_ln:lin-693,fl:ch_ln:lin-693,1,0.9648183087844852,0.9586767912627024,0.9650494897264964,0.9646733744712511,0.003994690118898028,0.9763028261898529,0.34312567,0.3787268,0.38176128,0.313073271192795,0.08715574,0.30857274,690,9,173,158.98347107438016,147.05702404793843,546,0.45226337282005313,0.4264727256160566,0.4951068509263297,0.46455450959110756,0.03969569540288769,0.5333887218428506
10395983,11472564,2019-08-27,2022-10-18,fl:ch_ln:lin-693,fl:kr_ln:shaner-1,0,0.9730686444922033,0.9741193456726006,0.973465899477043,0.9736736065478806,0.00389758275288098,0.9803595250320022,0.18355633,0.20991416,0.22831602,0.20934762439944526,0.039808005,0.23097229,37,31,27,24.736363636363638,11.01294880231058,6,0.5566434169626011,0.5715508785181596,0.5621051508867277,0.5660300723397975,0.04073225468817028,0.6047471745899013
10396962,10404423,2019-08-27,2019-09-03,fl:ha_ln:xu-47,fl:ha_ln:xu-47,1,0.978375249170092,0.9803297730684494,0.9831326781768625,0.9724174004045932,0.009730283047406807,0.9748746132778878,0.25913566,0.21273118,0.1591323,0.2853688718475534,0.07658556,0.12871973,377,35,32,75.75147928994083,168.2784667729906,435,0.6150437940379249,0.6617165622964052,0.6917245894665447,0.5692073238074403,0.10584370752178225,0.5927465856535048
10396962,10448160,2019-08-27,2019-10-15,fl:ha_ln:xu-47,fl:si_ln:park-53,0,0.9789026954604398,0.9760263908578865,0.9761971916333566,0.9755155044002264,0.007651451661002757,0.9795101917122165,0.179206,0.21236043,0.20351787,0.21964948290919925,0.06570181,0.24612428,14,23,19,13.377622377622378,10.487291140508733,14,0.6220779682921931,0.577044444885226,0.6051526788164335,0.6077062197243644,0.0906347309225127,0.69096501237561
11476982,10397796,2022-10-18,2019-08-27,fl:xi_ln:zhang-112,fl:xi_ln:zhang-112,1,0.9838232996936264,0.9828892617033065,0.9710422825135279,0.9698030348039032,0.018608097290343933,0.9765564226483895,0.19208165,0.35797563,0.30088335,0.21184701559688596,0.100597225,0.30669448,185,101,22,58.5,129.71394215782456,739,0.6072279348443869,0.6205717975167446,0.44241497829965204,0.5030458773284757,0.1469057566882231,0.539173593255226
11476982,11474097,2022-10-18,2022-10-18,fl:xi_ln:zhang-112,fl:so_ln:an-17,0,0.9474025591559089,0.9659675373980129,0.9851265722533801,0.9572115200937097,0.025796505845287736,0.9781711816540465,0.26828617,0.12266992,0.18142943,0.22572080429611552,0.11104143,0.30233222,3,7,2,8.623931623931623,9.658463801447501,4,0.5073476843326684,0.6067667174636512,0.5944062698686053,0.5205471425248763,0.1439702333070276,0.589215477406377
10401341,10466132,2019-09-03,2019-11-05,fl:ch_ln:rella-2,fl:ch_ln:rella-2,1,0.9810359927274177,0.9734483069220552,0.9879349436904341,0.9863335286362583,0.005199095543758521,0.9887927894746411,0.2126324,0.21218807,0.059483845,0.13069982934329244,0.049545996,0.07850358,316,21,5,29.044444444444444,61.76556234147006,145,0.6268234084732228,0.5870974750083747,0.7188498467691741,0.7132512723907415,0.057484923591285784,0.736161660292773
10401341,11472603,2019-09-03,2022-10-18,fl:ch_ln:rella-2,fl:hr_ln:atanasoff-1,0,0.9820681818028769,0.9800828847986159,0.9784981646979601,0.9796093078720984,0.008790097447992211,0.9590560878723038,0.09525755,0.12951317,0.21395665,0.16115511753187892,0.04660353,0.19680399,6,4,7,11.519298245614035,10.950149219466985,1,0.6400804077855897,0.5980169985848047,0.5825925708090918,0.6244010915213751,0.0882856879767765,0.41152046836785194
11477699,10470174,2022-10-18,2019-11-05,fl:al_ln:asterjadhi-1,fl:al_ln:asterjadhi-1,1,0.9835512128745425,0.9756469912492519,0.9806797421453103,0.9768017381640363,0.008252612951856112,0.9908124521096192,0.13001521,0.21880075,0.20115858,0.18615440969760702,0.08003484,0.05224547,179,10,9,61.18518518518518,143.2044736102987,107,0.5943842092607418,0.570485063625851,0.5932000655048287,0.5618830240521062,0.10648618660140956,0.7618558903667227
11477699,10395952,2022-10-18,2019-08-27,fl:al_ln:asterjadhi-1,fl:ko_ln:hashimoto-25,0,0.9776440498336988,0.9752745237274448,0.9733576665035438,0.9746699041842671,0.0065507644574346905,0.9832959865460048,0.24767439,0.24905287,0.29770812,0.2373530522343658,0.07429723,0.15766978,6,3,5,10.51984126984127,11.44741268224667,3,0.5395116561878861,0.5248144228512124,0.46856130518739686,0.5274764491201409,0.08456491908850094,0.6320583283838123
10397235,10447769,2019-08-27,2019-10-15,fl:mi_ln:waid-1,fl:mi_ln:waid-1,1,0.9689818004295275,0.9741046702831299,0.9701146847011861,0.973173647167788,0.006740445484367251,0.9682516344001256,0.39713815,0.3109407,0.2936247,0.3039652165795161,0.09894113,0.35758087,681,15,49,81.54545454545455,187.77861943617376,719,0.45504549019067714,0.500112425038679,0.46107515580896596,0.5234564048044121,0.08261203985102042,0.45503135225961794
10397235,11471118,2019-08-27,2022-10-18,fl:mi_ln:waid-1,fl:co_ln:williams-3,0,0.978631022849898,0.9051443960318218,0.9408881699424212,0.9609184187169755,0.026270805453337175,0.9640084176044982,0.310794,0.4768497,0.40178856,0.30473500055571395,0.104030125,0.30512396,16,3,5,11.708333333333334,9.944265453216763,12,0.5704984351378508,0.3659937592929612,0.40948407235933265,0.5247179765075652,0.10468741339782521,0.4829891616229805
10397560,10394028,2019-08-27,2019-08-27,fl:ta_ln:takeda-35,fl:ta_ln:takeda-35,1,0.9875997825314566,0.9782506646641378,0.9853254661971068,0.9829911998195144,0.0054166440160297825,0.9883369225803712,0.06821628,0.21081188,0.18040065,0.1761324492299698,0.068101846,0.1560406,176,7,29,44.24260355029586,97.43026798612813,190,0.7540734110078028,0.6429022021668498,0.7559442844558802,0.7083357061712681,0.06456012671141591,0.762196881159574
10397560,10446124,2019-08-27,2019-10-15,fl:ta_ln:takeda-35,fl:ad_ln:jacobson-1,0,0.986493476363233,0.9885015371062583,0.9877551775821386,0.9855653510664444,0.004071809197095843,0.9865539949405083,0.14064658,0.09983706,0.18423752,0.15065111073736961,0.058052685,0.1578708,18,6,12,12.784615384615385,7.951762857654817,7,0.7205063473891434,0.7726680946949155,0.7620405603890437,0.7374389763945952,0.052456413067538635,0.7407317757913147
11477807,10397024,2022-10-18,2019-08-27,fl:ro_ln:stacey-5,fl:ro_ln:stacey-5,1,0.9603170983027473,0.9724829047744721,0.9747484849116148,0.982264742374332,0.005840218616360423,0.9687481160274952,0.40335268,0.20956962,0.10121838,0.1886622741179177,0.0875676,0.25486594,1068,7,31,46.70414201183432,106.5754505936253,481,0.34242482793549106,0.48595267808539155,0.5054549945622685,0.6508352724783087,0.09713619630711758,0.5304113621007861
11477807,10393688,2022-10-18,2019-08-27,fl:ro_ln:stacey-5,fl:ju_ln:kato-15,0,0.9621719429961657,0.9715592052479483,0.9680735509906631,0.9774332310255667,0.006814118315400878,0.9788758985658648,0.26482353,0.25482044,0.3000942,0.18308210507387945,0.06164588,0.1499011,20,1,24,11.0,9.08539370078286,34,0.4346751137090115,0.4803599998405172,0.43102238158822714,0.6104129088131307,0.08767610389628779,0.6440895886313173
11472022,11472633,2022-10-18,2022-10-18,fl:ge_ln:price-1,fl:ge_ln:price-1,1,0.9470200300987403,0.9483723804218839,0.9579344896073422,0.950844325832466,0.0165618558248501,0.9394373873420594,0.25461245,0.25170016,0.25560388,0.2730008927583695,0.082672104,0.41878277,817,255,22,81.6224,207.57735092788903,1244,0.3885945117634959,0.4056915083294319,0.42818078248451036,0.42672023099014333,0.08771156453879418,0.39025488174659456
11472022,10401207,2022-10-18,2019-09-03,fl:ge_ln:price-1,fl:ca_ln:gonzaga-1,0,0.9652105790759473,0.9535208962877528,0.9585349754303427,0.9641061167098642,0.013952431714321862,0.9529461086985929,0.21330695,0.3555292,0.34941226,0.23288967790206275,0.088191785,0.33623153,11,5,4,15.498666666666667,17.464611787523047,14,0.4903668376586949,0.3882886453431737,0.44592836701585364,0.4940058283343571,0.10422241902649927,0.41569096938771116
11476902,10469142,2022-10-18,2019-11-05,fl:se_ln:faxer-1,fl:se_ln:faxer-1,1,0.9889021168859381,0.9844121433871337,0.9897502722855449,0.9870279717478385,0.008800605817195646,0.9981389393677653,0.17453234,0.26002017,0.1588808,0.11550558246383423,0.082631305,0.0,180,21,6,16.274509803921568,67.98939804725545,11,0.7076808343239187,0.6453799787983511,0.7192130178602404,0.700664023610048,0.1285887082014448,0.9349462809816749
11476902,10447797,2022-10-18,2019-10-15,fl:se_ln:faxer-1,fl:br_ln:dingwall-1,0,0.9832327042466273,0.9868321992537037,0.9860029598326543,0.9853103644395751,0.006358168885362764,0.9892622526635692,0.17335334,0.18789487,0.2653649,0.16379422703270916,0.065254346,0.059550405,10,7,7,10.584967320261438,16.892421130956887,3,0.6380963786879161,0.6918993229037784,0.6747676620786337,0.6828120221352826,0.09220145605108312,0.7585975438852592
10441465,11471328,2019-10-15,2022-10-18,fl:ph_ln:gooding-2,fl:ph_ln:gooding-2,1,0.985491908453966,0.9839177488852601,0.9883845593142309,0.9792856631370647,0.00860437499397773,0.9786546193061715,0.19061945,0.20458646,0.14216755,0.23420723042830274,0.09064281,0.2892212,189,1,3,28.333827160493826,129.93141653915484,636,0.7117634463055728,0.724100702457077,0.7575813159883695,0.6640378296327152,0.08314700281595197,0.6182074263525975
10441465,11476101,2019-10-15,2022-10-18,fl:ph_ln:gooding-2,fl:ji_ln:lin-57,0,0.9851870829067342,0.9813800425642214,0.9848460000913519,0.9788270889415603,0.0070976337672021056,0.9806746298059099,0.24571852,0.23968713,0.12662274,0.19713688485679173,0.06449129,0.23797525,3,3,3,10.631746031746031,12.434882137630817,49,0.6560280384961225,0.6123717435615205,0.6985731593503002,0.630204667986843,0.06925178366473599,0.6007150980454549
10442274,10403870,2019-10-15,2019-09-03,fl:ma_ln:yamada-65,fl:ma_ln:yamada-65,1,0.984199422164478,0.9823703903616,0.9699287547129064,0.9715003627887541,0.00801606788424576,0.9556016879393202,0.09614909,0.16744424,0.28532106,0.27689062744379045,0.07330668,0.34607562,503,39,27,141.03,244.92429258854662,840,0.7083645707896626,0.6765074443971755,0.5211814706220258,0.5410834615144295,0.0902412294182948,0.39028895344131626
10442274,10393947,2019-10-15,2019-08-27,fl:ma_ln:yamada-65,fl:ha_ln:yun-18,0,0.9875673078333692,0.9842103876141864,0.980434415735798,0.9745908381934058,0.010366839532030391,0.942077624050858,0.11894643,0.2088354,0.25393793,0.22029273482886227,0.05870775,0.23418449,6,16,36,8.4,6.427497745836033,6,0.7410029640665924,0.6995540838051308,0.6802612354692673,0.5918844690369763,0.08607452660148357,0.4399260852041425
10470138,10470128,2019-11-05,2019-11-05,fl:yo_ln:kwon-78,fl:yo_ln:kwon-78,1,0.9802105598615692,0.977220894433888,0.9868576829934986,0.9808649384571468,0.00501175590752406,0.9835978021286017,0.21349199,0.23670974,0.1196263,0.23128082293925095,0.06887893,0.23003876,335,30,43,62.42283950617284,146.26897968000105,306,0.669333215008654,0.5763430809908577,0.7511173856231099,0.6098147295887539,0.07353880848659267,0.6319296850276704
10470138,10446406,2019-11-05,2019-10-15,fl:yo_ln:kwon-78,fl:ch_ln:chen-951,0,0.9777138559485667,0.9759325295283712,0.9783402431467041,0.979244417817834,0.005246361301691214,0.983749741952434,0.23462282,0.1543335,0.17544524,0.22336835472120178,0.06933096,0.1834687,8,13,2,8.707407407407407,7.826329063602997,9,0.6239587282168855,0.5723641547067496,0.6226222819957045,0.6015742639816714,0.06508009172229713,0.6445760318990907
10444474,10393998,2019-10-15,2019-08-27,fl:ye_ln:chang-16,fl:ye_ln:chang-16,1,0.9609366385038995,0.9629459110532044,0.9669617801281534,0.9658164701114903,0.0049005143948754265,0.9709122512916346,0.38444635,0.4633419,0.28233188,0.3358250810502099,0.07183756,0.23513968,732,120,42,97.68678459937566,142.7749687389288,308,0.37480874652590784,0.4335731858514095,0.4504184591806987,0.4532218764780419,0.05794603489000962,0.5032713940415481
10444474,10396700,2019-10-15,2019-08-27,fl:ye_ln:chang-16,fl:ge_ln:hu-9,0,0.9703204838317119,0.9722324665655465,0.9752737236753143,0.9720532624909961,0.004876252906853582,0.9746044400833416,0.34203726,0.23410252,0.22450848,0.2655105561239844,0.06362321,0.24256274,31,7,29,13.694789081885856,9.916207133442198,5,0.46242893480384617,0.5261261698569341,0.5433904028563082,0.5176040142750776,0.06223063237965974,0.5496899198930383
